timestamp,tweet_text,username,all_hashtags,followers_count,place
,,,,,
7/6/2020 23:50,"b'Covid, Ebola, West Nile virus and Sars are all zoonotic diseases: they started in animals, and made the jump to humans because of human demand for animal meat.   Cost of #Covid19 $9 trillion   Consider reducing or eliminating meat'",b'mithunbharathi',['Covid19'],507,China
,,,,,
7/6/2020 23:50,b'Came here to drop that #Bolsonaro tested positive for #COVID19.',b'MelissaPons1',"['Bolsonaro', 'COVID19']",1200,"Porto, Portugal"
,,,,,
7/6/2020 23:50,b'Field hospitals might need to be readied in the cities facing huge explosions of hospitalizations of #covid19 agencies like @USACEHQ @fema must be ready to deploy if it gets much worse. https://t.co/YVsrlrEiaY',b'AWangMPH',['covid19'],93,UK
,,,,,
7/6/2020 23:50,b'@GovRonDeSantis so remember when you claimed victory over Covid and started talking smack about Cuomo? #NYGovCuomo #COVID19 #coronavirus #RacistInChief #TrumpVirus #TrumpMeltdown #TrumpIsANationalDisgrace',b'sschrull',"['NYGovCuomo', 'COVID19', 'coronavirus', 'RacistInChief', 'TrumpVirus', 'TrumpMeltdown', 'TrumpIsANationalDisgrace']",154,USA
,,,,,
7/6/2020 23:50,"b'@kylegriffin1 @CharlesMBlow #NeverForget 130,000 #Americans DEAD because of the #GOP #MAGA orange clown golfer #Republicans traitorous surrender to #covid19 #coronavirus \xf0\x9f\x8d\x8a\xf0\x9f\xa4\xa1\xf0\x9f\x8f\x8c\xef\xb8\x8f. https://t.co/kzpPN0RJZI'",b'MydibaTh',"['NeverForget', 'Americans', 'GOP', 'MAGA', 'Republicans', 'covid19', 'coronavirus']",598,India
,,,,,
7/6/2020 23:50,"b'StratPros Decimator UV Robot can do wonders for disinfection, and is completely autonomous for the safety of the handlers. #COVID19 #disinfect @APIC @EPIcenterUS @ahahealthforum @ICT_magazine @O_Harrington #startup  Reach us at info@strat-pros.com https://t.co/5mPh0dnbXk'",b'ProRobos',"['COVID19', 'disinfect', 'startup']",2,"Houston, TX"
,,,,,
7/6/2020 23:50,"b""@TeamTrump @realDonaldTrump Please don't come to our town!  We are one of the few places not surging w/ Covid cases we really don't need a #TrumpSuperSpreaderEvent to destroy our progress!  Please Stay Away  #COVID19""",b'NHseaVixen',"['TrumpSuperSpreaderEvent', 'COVID19']",788,United States
,,,,,
7/6/2020 23:50,"b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8USA: says foreign students may have to leave if their College goes online only  The news comes as some Colleges &amp; universities, including Harvard, have announced they\xe2\x80\x99ll hold web courses this autumn due to #Covid19 #BlackintheIvory \xe2\x81\xa6@Soledadobrien\xe2\x81\xa9 https://t.co/S3K2ooo3HR'",b'YorkLawLondon',"['Covid19', 'BlackintheIvory']",2815,UK
,,,,,
7/6/2020 23:50,b'Registration is free! #globalhealth #pih #COVID19 https://t.co/wYIEvrbwkL',b'AriMarucci',"['globalhealth', 'pih', 'COVID19']",555,"New York, USA"
,,,,,
7/6/2020 23:50,"b'THIS... was either:  A.) God\'s Will, Or...  B.) A Tragic, Towering Inferno of Militantly-Ignorant Loyalty To Trump\'s Sociopathic, Anti-Science, Malignant-Narcissism + a Heaping Helping of Religulous.*  * Didn\'t Trump say that young people &amp; 99% of #COVID19 survivors were ""fine""? https://t.co/1cOowkt0oD'",b'SFSK8rGrrl',['COVID19'],1723,San Franpsycho
,,,,,
7/6/2020 23:50,"b""Updated with details about Jair Bolsonaro's most recent #COVID19 symptoms:   https://t.co/wbmOeGTd0y""",b'erumors',['COVID19'],6691,China
,,,,,
7/6/2020 23:50,"b'\xf0\x9f\xa6\x98\xf0\x9f\x98\xb7\xf0\x9f\x93\xa2\xf0\x9f\x87\xa6\xf0\x9f\x87\xbaCovid-19 in Victoria: infections shows sign of abating; deaths are low  The virus seems to be less lethal than when it first appeared - signs of evolution, perhaps, not to destroy the its very host.  #Covid19 #COVID19Vic #covid19Australia https://t.co/L3BtJdH2Sj'",b'VivaxSolutions',"['Covid19', 'COVID19Vic', 'covid19Australia']",911,"London, UK"
,,,,,
7/6/2020 23:50,b'During the #COVID19 pandemic AFSA member companies remained open across America to meet the financial needs of their customers.  Recent #PPP loan data suggests an enormous positive economic impact by our member companies during this time. https://t.co/pTY8c8s61Y https://t.co/WufX4d9uVF',b'AFSA_DC',"['COVID19', 'PPP']",1264,"Washington, DC"
,,,,,
7/6/2020 23:50,b'@JoeBiden So does that mean you will support medicare for all rather than a free give away to health insurance companies? If you support medicare for all I will support you. Until then ill be writing in Bernie Sanders. #MedicareForAll #COVID19',b'DavidWa03636064',"['MedicareForAll', 'COVID19']",0,USA
,,,,,
7/6/2020 23:50,"b'@realDonaldTrump Because of your neglect of the pandemic, the American people have been banned to travel to almost anywhere in world. Because of you. Think about that for a moment. #TrumpIsUnwell #COVID19'",b'paulgallo5',"['TrumpIsUnwell', 'COVID19']",35,NY
,,,,,
7/6/2020 23:50,"b""The time has come for bankcrupt #SouthAfrica \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6  The #ANC-led gov will have to cut 50% off the salaries and numbers of all the public servants.  Yes, They can't even pay their own at Luthuli House.  #day102oflockdown #COVID19 @MYANC https://t.co/msxJKlWbZW""",b'magicdan60',"['SouthAfrica', 'ANC', 'day102oflockdown', 'COVID19']",5766,Lisbon
,,,,,
7/6/2020 23:50,"b'Atlanta\xe2\x80\x99s Mayor Keisha Lance-Bottoms has tested positive for Covid-19. She has been and remains asymptomatic. Please keep her in your meditations and send positive energy &amp; vibes. #Atlanta #COVID19 #coronavirus   Love &amp; Light, \xf0\x9f\xa7\xa0 https://t.co/zYVSzYNbrU'",b'MadamSirKingHer',"['Atlanta', 'COVID19', 'coronavirus']",330,United States
,,,,,
7/6/2020 23:50,"b""Monday's #Merced #COVID19 report  869 *probable* active cases  28 active hospitalizations, meaning we are likely at ICU capacity  What's increasingly clear is that the county can not properly respond to the issue. Huge backlog of investigations.  Data: https://t.co/hGM4d9GGAN""",b'DSAMerced',"['Merced', 'COVID19']",240,San Franpsycho
,,,,,
7/6/2020 23:50,b'Pls share! This infographic touches upon #saferdisinfecting during #COVID19. Both in Spanish and English! @berthahidalgo @SaludAmerica @Healthy_Byte @ItsTimeTX @UCSF_LCOE @LMSA_Netter @one_kpla @APALatinoCaucus Sp: https://t.co/pkFuN9ccx6  En: https://t.co/VlHzqX6xLa https://t.co/fapwdie6f4',b'WSPEHSU',"['saferdisinfecting', 'COVID19']",61,"San Francisco, CA"
,,,,,
7/6/2020 23:50,b'A big shout and thank you to our High School students who logged on today for our first SAT prep session. One down... 13 more to go! #COVID19 #college #satprep #collegeready #collegeboard #victoryunitedinc \xf0\x9f\x93\x9a#education #nonprofit #community #givingback #youthmentoring #youth',b'VictoryUnited1',"['COVID19', 'college', 'satprep', 'collegeready', 'collegeboard', 'victoryunitedinc', 'education', 'nonprofit', 'community', 'givingback', 'youthmentoring', 'youth']",41,"Flushing, NY"
,,,,,
7/6/2020 23:50,b'https://t.co/YGXka7aBht  Wear a mask people! #COVID19',b'SoSo_Siobahn',['COVID19'],16,"Atlanta, GA"
,,,,,
7/6/2020 23:50,"b'@DICBoone @ddale8 Exactly, there will be lingering effects from the #Covid19'",b'Joyce317jaw',['Covid19'],1607,"Ohio, USA"
,,,,,
7/6/2020 23:50,"b""Thanks to our generous #cryptocovid19 donors as well as our wonderful partner @TheGivingBlock  we've been able to combat #COVID19 by providing #facemasks to help our students and neighbors stay healthy. You can help by donating #cryptocurrency at https://t.co/50HrFDa5JQ https://t.co/xuF2eW8lws""",b'developafrica',"['cryptocovid19', 'COVID19', 'facemasks', 'cryptocurrency']",3686,"Johnson City, TN USA"
,,,,,
7/6/2020 23:50,b'Provide clerical support for in-patient units at ARMC.  Apply here: https://t.co/0UbLSglMQ4  #armc #hopsital #arrowheadregionalmedicalcenter #care #nurse #assistant #entrylevel #countyjob #career #coronavirus #covid19 #clerical #inpatient #outpatient #patients https://t.co/9sj48EyWYh',b'sbcountycareers',"['armc', 'hopsital', 'arrowheadregionalmedicalcenter', 'care', 'nurse', 'assistant', 'entrylevel', 'countyjob', 'career', 'coronavirus', 'covid19', 'clerical', 'inpatient', 'outpatient', 'patients']",532,San Bernardino County
,,,,,
7/6/2020 23:50,"b'Do you know someone struggling with anxiety right now?  Could be from Covid-19, work stress, family stress or something else. There are things you can do to help and give them hope.  Learn more at https://t.co/hOrJ4qeBIh   #feelbetter #anxiety #mentalhealth #helpothers #covid19 https://t.co/8ddMCav44s'",b'upmoretoday',"['feelbetter', 'anxiety', 'mentalhealth', 'helpothers', 'covid19']",7,"Ottawa, Canada"
,,,,,
7/6/2020 23:50,b'Plumbing Manufacturers Int\xe2\x80\x99l CEO Kerry Stackpole @PMI_Kerry writes that demand for quality faucets during the #COVID19 pandemic has caused an uptick in #counterfeit products. You can report these products &amp; #intellectualproperty crime in various places. https://t.co/T81TILTX2o https://t.co/Qb5CNWvO4r',b'SafePlumbing',"['COVID19', 'counterfeit', 'intellectualproperty']",3391,USA
,,,,,
7/6/2020 23:50,"b'right now. They make more than #COVID19 vaccines and many life saving medicines are in high demand right now. Also, many are vertically integrated, meaning the global supply chain disruptions won\xe2\x80\x99t impact them; they make their own APIs. If you follow me you know I\xe2\x80\x99ve been very'",b'Michigandolf',['COVID19'],59,"Michigan, USA"
,,,,,
7/6/2020 23:50,"b'Veteran Affairs reports 76 new cases bringing total confirmed cases there to 25,018 and 1,693 total deaths, with 378 new cases and 5 new deaths reported today.  #CoronaVirus #Covid19 #CoronaVirusOutbreak'",b'kr3at',"['CoronaVirus', 'Covid19', 'CoronaVirusOutbreak']",17635,Philippines
,,,,,
7/6/2020 23:50,"b'""5\xe2\xad\x90 Emotional, powerful &amp; raw..."" From 100 #poets working on the front line of the #COVID19 pandemic &amp; raising money for @NHSCharities: \xe2\x9e\x96 POEMS FOR A PANDEMIC \xe2\x9e\x96 \xf0\x9f\x91\x89 https://t.co/tJRsP0Be7w #poetry #poetrycommunity #poems @MarstonAngela @HarperCollins @for_pandemic @NajJanetto https://t.co/u9VQBdjSlw'",b'AuthorBookBoost',"['poets', 'COVID19', 'poetry', 'poetrycommunity', 'poems']",89557,"Washington, DC"
,,,,,
7/6/2020 23:50,"b""Shout out to @UW's President @amcauce for a solid segment w. @ErinBurnett. It's all about changing the narrative &amp; reshaping behavior....despite endless disinformation spewing from 1600 Pennsylvania Ave...  #OutFront #COVID19""",b'DrRamblings',"['OutFront', 'COVID19']",644,"Washington, DC"
,,,,,
7/6/2020 23:50,"b'Faltering AIDS battle risks 10-year setback from coronavirus, UN warns #COVID19  https://t.co/D78sCV2mtp'",b'ANCALERTS',['COVID19'],4979874,Philippines
,,,,,
7/6/2020 23:50,"b'It takes a decade to get a medicine to market, but #IP has expedited that timeline to address #COVID19 thru #publicprivate collaborations. Read about #patents\xe2\x80\x99 integral role in the fight against #coronavirus here: https://t.co/ku0kx518Fg https://t.co/O91rEzjN9J'",b'IPProgress',"['IP', 'COVID19', 'publicprivate', 'patents', 'coronavirus']",11431,Philippines
,,,,,
7/6/2020 23:50,"b'#California shuts down bars, wineries in key counties as #COVID19 spreads again - governor  @GavinNewsom https://t.co/IyW3EOoIz5'",b'SputnikInt',"['California', 'COVID19']",324969,UK
,,,,,
7/6/2020 23:50,"b'Mark your calendars as we celebrate the #WorldPopulationDay on 10 July! \xf0\x9f\x8c\x8e\xf0\x9f\x91\xa9  Together with @OfficialPOPCOM, we discuss ""Putting the Brakes on #COVID19: How to Safeguard the Health &amp; Rights of Women &amp; Girls Now.""   The online event starts at 10AM on FB.  #SheCounts  #FrontlineHER https://t.co/ZJJxwyF8wP'",b'UNFPAph',"['WorldPopulationDay', 'COVID19', 'SheCounts', 'FrontlineHER']",3383,Philippines
,,,,,
7/6/2020 23:49,"b""#Covid_19 Mahomes Amy Cooper  #BBNaijaReunion seyi queen of the south Kanye NASCAR Lamar T.I. Trump Pole #BBNaijaReunion2020 #COVID19 Power #masterchef #Ocampos  ------------------------------------------------------- LET'S SETTLE THIS""",b'inkosiyethu',"['Covid_19', 'BBNaijaReunion', 'BBNaijaReunion2020', 'COVID19', 'masterchef', 'Ocampos']",208,USA
,,,,,
7/6/2020 23:49,"b'\xf0\x9f\x9a\xa8 #covid19  #Messiah \xe2\x80\x9cGod is NOT pleased. He is UPSET and He has taken so much abuse from people who abused His Laws, His Statues, His Commandments and abused Him.   He now has come out of His place to DEAL with the\xe2\x80\xa6 https://t.co/kqmZ7p7a86'",b'whoisfarrakhan',"['covid19', 'Messiah']",2044,"San Diego, CA"
,,,,,
7/6/2020 23:49,b'#COVID19 #FirstWave now a #Tsunami  https://t.co/ZpWIcJYID4',b'Marco73838565',"['COVID19', 'FirstWave', 'Tsunami']",381,"Parkland, FL"
,,,,,
7/6/2020 23:49,b'#Nolaed teachers shouldn\xe2\x80\x99t put their lives on the line for schools that won\xe2\x80\x99t even buy them tissue.   If you have concerns about workplace conditions during #COVID19 schooling join us on Wednesday here: https://t.co/FgHl08Uf0q   Because we need to know #Arewesafeornah ?? https://t.co/xOt3jBsD5d https://t.co/9gkUzBEEHG',b'OPEN_NOLA',"['Nolaed', 'COVID19', 'Arewesafeornah']",1274,"New Orleans, La"
,,,,,
7/6/2020 23:49,"b""#COVID19 has pinpointed to us where our support system is not as strong as we believed it to be, as strong as our families, our farmers &amp; our food workers need it to be. I'm glad this bill is making short-term &amp; long-term investments. My remarks on the FY21 ag spending bill\xe2\xa4\xb5\xef\xb8\x8f https://t.co/J8Loyv8ykH""",b'rosadelauro',['COVID19'],43618,"New Haven, CT"
,,,,,
7/6/2020 23:49,b'Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/0Vf3Be3GPV via @Change',b'AmpAnderson_',"['moneyforthepeople', 'covid19']",1472,"Ohio, USA"
,,,,,
7/6/2020 23:49,"b""#coronavirus or #covid19  not #WuhanVirus  not #chinaflu Don't be daffy Kathy! @WallforTX  Know better. Do better. No excuses. #RacismIsAPublicHealthCrisis https://t.co/59XGUUJCu9""",b'TrapTVShow',"['coronavirus', 'covid19', 'WuhanVirus', 'chinaflu', 'RacismIsAPublicHealthCrisis']",469,"Los Angeles, CA"
,,,,,
7/6/2020 23:49,b'The more you know...  #COVID19 @ Washington D.C. https://t.co/oOdHTF4598',b'DadisiSPEAKS',['COVID19'],1410,"Washington, DC"
,,,,,
7/6/2020 23:49,b'Highly politicized #COVID19 divides nations and faiths. https://t.co/avtMLZbgLg',b'EcumenicalNews',['COVID19'],1558,New York City
,,,,,
7/6/2020 23:49,b'#Gradschool and the #PhD: from #postdoc to...nonacademic career \xe2\x80\x94@LCassuto @chronicle https://t.co/hU4Ny9ydCg  #academia #highereducation #highered #PhDchat #Covid19 @MellonFdn/@ACLS1919 #PublicFellows Program',b'drphd2k7',"['Gradschool', 'PhD', 'postdoc', 'academia', 'highereducation', 'highered', 'PhDchat', 'Covid19', 'PublicFellows']",3611,Blacksburg VA USA
,,,,,
7/6/2020 23:49,"b'#Gambia: As we register the first known death of a healthcare worker from #COVID19, we must continue to chart a course that ensure a safe &amp; dignified workplace for all health workers.'",b'laydee_njies',"['Gambia', 'COVID19']",22,India
,,,,,
7/6/2020 23:49,b'#Kentucky ranks near the bottom of every statistic related to prosperity. Punch above its weight. He was fine giving the rich massive tax breaks but NOW American workers need more #unemploymentbenefits its a problem. Vote out this trash. #COVID19  https://t.co/d8TdRCnIxU',b'OneSharpSquare',"['Kentucky', 'unemploymentbenefits', 'COVID19']",612,"Ohio, USA"
,,,,,
7/6/2020 23:49,"b'As #shelterinplace orders continue, we want to ensure our kids continue to have resources available to them to learn and play by providing them with activity bags.  Help #fosterkids during #COVID19 by donating items through our Amazon wishlist:  https://t.co/H94H2FVjn0 https://t.co/m6RTjnuXKX'",b'ChildAdvocateSV',"['shelterinplace', 'fosterkids', 'COVID19']",762,"Ohio, USA"
,,,,,
7/6/2020 23:49,"b""@Trumptionary17 @Montejp231 @AngrierWHStaff @gtconway3d @mmpadellan @Rosie @olgaNYC1211 @grantstern @funder @AmandiOnAir @tedlieu @TeaPainUSA @MalcolmNance @JoyAnnReid @ProjectLincoln Finally a bit of truth from #TrumPutin Trust US-We are seeing it with our own eyes 1-Economy -40+M Unemployed  2-#COVID19 Pandemic- 2.93M Infected, 132K DEAD 3- #RussianBounty as they are OWNED by Putin What else can you do but try to play to people's FEARS IGNORANCE HATE https://t.co/BGznS7a2TZ""",b'SueSupports',"['TrumPutin', 'COVID19', 'RussianBounty']",1378,UK
,,,,,
7/6/2020 23:49,"b""@MiaFarrow @ShirleyKern13 So much for @realDonaldTrump's lie that 99% of #COVID19 cases are like a walk in the park. He's such an evil moron, it's hard to imagine ANYONE could consider voting for him.""",b'RobertMihaly1',['COVID19'],7552,"Ohio, USA"
,,,,,
7/6/2020 23:49,"b""How many elderly died of covid-19 because Governor Cuomo Governor Murphy order nursing homes to take back the sick and didn't have proper safety gear. Just to get the death toll up anything try and  hurt trump. people suing them and taxpayers have to pay.  smh #COVID19""",b'jroospit',['COVID19'],23,"Middlesex, NJ"
,,,,,
7/6/2020 23:49,"b'@BlancheKnox5 @ReallyAmerican1 @kurteichenwald trump thought he was building a wall to keep people out, but his #COVID19 wall is keeping us all in, like we\xe2\x80\x99re prisoners in our own country. A first, like all trump\xe2\x80\x99s firsts: BAD! @cherokeesher2 @kjoerwin'",b'SeizeYourPower',['COVID19'],232,Australia
,,,,,
7/6/2020 23:49,b'@realDonaldTrump @BetsyDeVosED @WhiteHouse #Schools #Women #Children  #COVID19\xf0\x9f\xa6\xa0 #Coronavirus\xf0\x9f\xa6\xa0  South Korea thought they were ready to reopen schools with all their safety protocols were in place.   Are we ready?  https://t.co/plgvAtWT9s',b'KorbelRenoKia',"['Schools', 'Women', 'Children', 'COVID19', 'Coronavirus']",144,"East Bay, CA"
,,,,,
7/6/2020 23:49,b'#Trump is still out Golfing Sunday while #COVID19 cases and hospitalizations climb. Trump really is like \xe2\x80\x9cNero fiddling while Rome burned.\xe2\x80\x9d #TrumpBrokeAmerica https://t.co/q2lcT6KwMH',b'drdeblk',"['Trump', 'COVID19', 'TrumpBrokeAmerica']",932,NY
,,,,,
7/6/2020 23:49,"b""Does anyone else feel like COVID is kind of liking eating raw cookie dough...you know there's a chance of getting sick, but eating that cookie dough is as delicious as still going out in public occasionally. Don't do it all the time, but live your life, right? \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f #COVID19""",b'kydierks',['COVID19'],151,"Marion, IA"
,,,,,
7/6/2020 23:49,b'ALERT: MLS forces coronavirus-stricken FC Dallas to back out of tournament - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/KkI1Ib8Mvo https://t.co/RmN5MKRy9N',b'GlobalPandemics',"['Coronavirus', 'COVID19', 'Protests']",26138,"Marion, IA"
,,,,,
7/6/2020 23:49,"b'@realDonaldTrump First @realDonaldTrump minimized the dangers of #COVID19 , then @POTUS slowed down the testing, now once again @POTUS is giving FALSE cures against #COVID\xe3\x83\xbc19  take Hydroxychloroquine , inject disinfectant, drink Clorox  #TrumpLiesAmericansDie #voteblue  https://t.co/WC5xmh40iA https://t.co/789C5yiiQI'",b'soloyochapin',"['COVID19', 'COVIDー19', 'TrumpLiesAmericansDie', 'voteblue']",6310,"Chicago, IL"
,,,,,
7/6/2020 23:49,b'$TPTW good read!   P.S. $TPTW hasnt even gotten started. Buckle up. The real rise begins soon. Want to see copper turn into gold?  https://t.co/3ZCKEc8NiO  #5G #CovidTesting #COVID19 #SavingLives #SaniQuik #QuikLab',b'_RobertMichael_',"['5G', 'CovidTesting', 'COVID19', 'SavingLives', 'SaniQuik', 'QuikLab']",263,USA TEXAS
,,,,,
7/6/2020 23:49,"b""We are assuming you've heard the news, but just in case, here it is via @ctvottawa #covid19 #staysafe #bsharpottawa #MyBarrhaven https://t.co/THsJKPtLu6 https://t.co/yxuWGnj7jo""",b'bsharpottawa',"['covid19', 'staysafe', 'bsharpottawa', 'MyBarrhaven']",230,"Marion, IA"
,,,,,
7/6/2020 23:49,"b'Open campuses...in Florida...in 1 month...Insanity.    Instead of testing players every other day, the Marlins and Rays might want to donate those tests to Florida teachers &amp; students. #COVID19 #floridacovid https://t.co/9GMFxRAY49'",b'SteveTurnerKS',"['COVID19', 'floridacovid']",216,United States
,,,,,
7/6/2020 23:49,b'The complete incompetence of #Trump is causing #COVID19 to run rampant in the U.S. https://t.co/SbyPSmu5j4',b'FMoniteau',"['Trump', 'COVID19']",25917,United States
,,,,,
7/6/2020 23:49,b'\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98 Help the #WomensBuilding raise 20k so we can keep helping undocumented families! Please #donate to our #Covid19 Relief Fund &amp; share this with friends and family!!!!  Donate at https://t.co/JNnWdMbNLt! https://t.co/3cpKoWznMV',b'thewomensbldgSF',"['WomensBuilding', 'donate', 'Covid19']",706,San Francisco
,,,,,
7/6/2020 23:49,"b'I thought that #zombie outbreaks couldn\'t happen. That #TWD was impossible ""cause the #usgovernment would control it, but now I know #TheWalkingDead is possible after seeing @POTUS @realDonaldTrump response to #COVID19 #Trump would turn #USA into #Zombieland @CNN @nytimes @AOC'",b'PhatVeritas',"['zombie', 'TWD', 'usgovernment', 'TheWalkingDead', 'COVID19', 'Trump', 'USA', 'Zombieland']",0,"Marion, IA"
,,,,,
7/6/2020 23:49,b'What does the future look like for the film industry? MFF President and producer @SHAUNIMAX offers some insider insight. #COVID19 #filmindustry #productionupdates https://t.co/Pfs3Zmk1am',b'MacFreeFilms',"['COVID19', 'filmindustry', 'productionupdates']",2230,"Laguna Beach, Ca"
,,,,,
7/6/2020 23:49,"b'Would love to have @d3football, @d3hoops, and @D3Keith on the podcast (along with @FriarTuckDeluxe , @andyarchibald, and @NicholasAJones) to talk the #UMHB ruling and what #covid19 will do to the #d3fb landscape.'",b'GarrettSmithTX',"['UMHB', 'covid19', 'd3fb']",1916,Texas
,,,,,
7/6/2020 23:48,"b'Free #COVID19 testing is now underway at Mirambeena Community Centre, Lavington until 2pm. No appointment needed -just drop-in  or call @MurrumbidgeeLHD COVID-19 Hotline - 1800 831 099 https://t.co/a2MvYzMm6d https://t.co/FUjV7hlTM6'",b'MurrumbidgeeLHD',['COVID19'],1341,"Wagga Wagga, NSW, Australia"
,,,,,
7/6/2020 23:48,"b""@Alllwftopic Gee, I'll never be able to afford going to a @NFL with contracts like this one. Wouldn't go even if I could with #COVID19.""",b'tracyealy1',['COVID19'],4569,New York
,,,,,
7/6/2020 23:48,"b'How do I get one of these rapid results #COVID19 tests that golfers and the president has access to? I know I\xe2\x80\x99m not a rich athlete or an insane person trying to ruin our country, but I too would like to see &amp; be with my family safely and know I\xe2\x80\x99m not getting them sick.'",b'ckmcdkc',['COVID19'],1656,"Kansas City, Missouri"
,,,,,
7/6/2020 23:48,b'It has just been found in a study in Spain that herd immunity is impossible therefore the only way to alleviate the world of covid-19 is a vaccine and this is the attitude of the general public in Britain to said vaccine... Speechless #COVIDIDIOTS #COVID19 https://t.co/NIKdLwUEB4',b'stevenjmatthews',"['COVIDIDIOTS', 'COVID19']",187,"Belfast, Northern Ireland"
,,,,,
7/6/2020 23:48,b'Dude just blamed rising #coronavirus cases in #Mexico when they are the ones who closed the borders in #Texas &amp; #Arizona. \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd  #COVID19 #TexasCOVID #ArizonaCovid19 #Corona #bordersecurity   https://t.co/mjDrjutU7I https://t.co/gW2tmHxcuD',b'AnyDadInAmerica',"['coronavirus', 'Mexico', 'Texas', 'Arizona', 'COVID19', 'TexasCOVID', 'ArizonaCovid19', 'Corona', 'bordersecurity']",1025,"Texas, USA"
,,,,,
7/6/2020 23:48,"b'Despite taking extreme measures, COVID-19 done got us! 1 down, 5 more tested. How many Thomases will have it in the end? #COVID19 #coronavirus https://t.co/DF6sGW7d4q'",b'MECOmom',"['COVID19', 'coronavirus']",91,"Norman, OK"
,,,,,
7/6/2020 23:48,b'NYC announced its 100th known death from #COVID19 among people experiencing homelessness.   This is certainly an undercount.   Don\xe2\x80\x99t tell me #COVID19 is any type of \xe2\x80\x9cequalizer.\xe2\x80\x9d \xf0\x9f\x92\x94',b'KellyMDoran',"['COVID19', 'COVID19']",8746,"New York, NY"
,,,,,
7/6/2020 23:48,"b'The Honolulu Telegraph (Sydney), running a headline with racist overtones on its front page is a fucking disgrace. But not surprising. The Murdoch Inner City Firm at their hateful worst. #covid19 #australia #victoria #nsw NSW-Victoria #FuckRacism #FuckHate #auspol'",b'JVTrapp06',"['covid19', 'australia', 'victoria', 'nsw', 'FuckRacism', 'FuckHate', 'auspol']",269,"Marion, IA"
,,,,,
7/6/2020 23:48,"b'Via @arielhelwani   #BREAKING  @PedroMunhozmma vs @FrankieEdgar, scheduled for July 15th, has been cancelled after Munhoz tested positive for #COVID19 earlier today.   @ufc #UFC #MMATwitter https://t.co/Yto8Sf2Ee4'",b'ETBSports',"['BREAKING', 'COVID19', 'UFC', 'MMATwitter']",73,USA
,,,,,
7/6/2020 23:48,"b'The US caseload of #COVID19 continues to rise, and all levels of government are to blame. Meanwhile, the coronavirus is globally concentrated in developing countries. And at long last, the Trump administration is supporting masks, but should they become mandatory? #QuickTake https://t.co/VdAyx0eAtE'",b'gzeromedia',"['COVID19', 'QuickTake']",26389,UK
,,,,,
7/6/2020 23:48,"b'https://t.co/f2j2vZBinD Tomorrow 8 July at 12:30pm - don\xe2\x80\x99t forget to register! The next DHL event explores population health, pandemics and geospatial mapping of the future. @DrNBagheri @esriaustralia @kaarin_anstey @ANUmedia  #digitalhealth #publichealth #epidemiology #COVID19 https://t.co/xX4kwE9k2x'",b'TheInstituteDH',"['digitalhealth', 'publichealth', 'epidemiology', 'COVID19']",4240,"Chennai, India"
,,,,,
7/6/2020 23:48,b'Statement from @MontgomeryCoMD on enforcement/compliance with business reopening mentions Grille at Flower Hill in #Gaithersburg  #COVID19 https://t.co/B4oa2AtzY8 https://t.co/QDLs2338Z8',b'LifeinMoCo',"['Gaithersburg', 'COVID19']",1449,"Montgomery County, Maryland"
,,,,,
7/6/2020 23:48,b'If masks are bad for you then...why do doctors and dentists and nurses wear them and do their jobs just fine?  #MaskHysteria #MaskUp  #Covid19 #CoronaVirus',b'RandomVampire3',"['MaskHysteria', 'MaskUp', 'Covid19', 'CoronaVirus']",44,India
,,,,,
7/6/2020 23:48,"b""An asymptomatic coronavirus carrier infected an apartment neighbor without sharing the same space. A study blames the building's elevator buttons. \xf0\x9f\x98\xb3#Covid19 #WearAMask #SavingLives https://t.co/kAjkdupCze""",b'MeL8tleigh',"['Covid19', 'WearAMask', 'SavingLives']",302,"California, USA"
,,,,,
7/6/2020 23:48,b'@amcauce Shame on you Madame Pres. for reading from cue cards on your  @OutFrontCNN  #COVID19  interview!  #tsktsk',b'GaryARamsay',"['COVID19', 'tsktsk']",741,New York
,,,,,
7/6/2020 23:48,"b'\xf0\x9f\x9a\xa8Please share - COVID Tracker App \xf0\x9f\x9a\xa8 , I have just downloaded it , Please consider putting the app on your phone.   The more of us sign up to this, the more we can keep #COVID19 under control.  https://t.co/DC7LBMoArn'",b'coregan999',['COVID19'],1084,Canada
,,,,,
